gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
EIF4A1,1.15E-20,-0.371487023,0.088,0.404,4.41E-16,-0.316,0.265337045,0.636948287,ENSG00000161960,17,+,protein_coding,no,eukaryotic translation initiation factor 4A1
RPL12,1.16E-20,-1.186523521,0.544,0.775,4.42E-16,-0.231,4.513957675,11.54996743,ENSG00000197958,9,-,protein_coding,no,ribosomal protein L12
RPL34,1.23E-20,-0.77007077,0.746,0.914,4.69E-16,-0.168,14.00518584,24.58914522,ENSG00000109475,4,+,protein_coding,no,ribosomal protein L34
SLC25A5,1.25E-20,-0.740953815,0.199,0.537,4.78E-16,-0.338,0.491399539,1.492546839,ENSG00000005022,X,+,protein_coding,no,solute carrier family 25 member 5
TNFRSF10B,1.32E-20,-0.487644394,0.094,0.404,5.04E-16,-0.31,0.222723507,0.71444616,ENSG00000120889,8,-,protein_coding,yes,TNF receptor superfamily member 10b
CXCL8,1.46E-20,-1.356071182,0.031,0.286,5.59E-16,-0.255,0.116290813,1.857560621,ENSG00000169429,4,+,protein_coding,no,C-X-C motif chemokine ligand 8
RPL39,1.55E-20,-0.887324821,0.664,0.864,5.91E-16,-0.2,9.156679502,17.78724657,ENSG00000198918,X,-,protein_coding,no,ribosomal protein L39
NOSTRIN,2.06E-20,1.391009998,0.567,0.334,7.85E-16,0.233,3.248357049,0.619889072,ENSG00000163072,2,+,protein_coding,yes,nitric oxide synthase trafficking
TPM4,2.13E-20,-0.825193928,0.436,0.741,8.12E-16,-0.305,1.81627925,3.989808056,ENSG00000167460,19,+,protein_coding,no,tropomyosin 4
ELL2,2.16E-20,-0.625902456,0.105,0.42,8.24E-16,-0.315,0.216202556,0.876814393,ENSG00000118985,5,-,protein_coding,no,elongation factor for RNA polymerase II 2
DNAJB1,2.19E-20,0.049816947,0.236,0.615,8.34E-16,-0.379,5.046759567,4.841525879,ENSG00000132002,19,-,protein_coding,no,DnaJ heat shock protein family (Hsp40) member B1
CDH11,2.24E-20,-0.489838736,0.051,0.329,8.53E-16,-0.278,0.161718861,0.631387736,ENSG00000140937,16,-,protein_coding,yes,cadherin 11
UPP1,2.41E-20,-0.673270424,0.108,0.42,9.19E-16,-0.312,0.288284283,1.054406127,ENSG00000183696,7,+,protein_coding,no,uridine phosphorylase 1
MT-ND3,2.92E-20,-0.887045033,0.96,0.973,1.11E-15,-0.013,43.18628461,80.71742027,ENSG00000198840,MT,+,protein_coding,no,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3
RPS3A,2.96E-20,-0.86251688,0.67,0.874,1.13E-15,-0.204,8.5475759,16.35947442,ENSG00000145425,4,+,protein_coding,no,ribosomal protein S3A
UBB,3.13E-20,-1.257255686,0.453,0.701,1.19E-15,-0.248,2.311730986,6.916381681,ENSG00000170315,17,+,protein_coding,yes,ubiquitin B
RND1,3.24E-20,-0.66386251,0.051,0.326,1.24E-15,-0.275,0.123286889,0.779644343,ENSG00000172602,12,-,protein_coding,yes,Rho family GTPase 1
DDX3X,3.96E-20,-0.798262628,0.487,0.762,1.51E-15,-0.275,2.189245958,4.546116773,ENSG00000215301,X,+,protein_coding,yes,DEAD-box helicase 3 X-linked
OST4,4.46E-20,-0.705279734,0.265,0.628,1.70E-15,-0.363,1.063351525,2.364213727,ENSG00000228474,2,-,protein_coding,no,"oligosaccharyltransferase complex subunit 4, non-catalytic"
ERO1A,4.54E-20,-0.730276824,0.094,0.401,1.73E-15,-0.307,0.316129862,1.18340335,ENSG00000197930,14,-,protein_coding,no,endoplasmic reticulum oxidoreductase 1 alpha
RPS23,4.64E-20,-0.846912848,0.687,0.882,1.77E-15,-0.195,13.58839473,25.23938651,ENSG00000186468,5,-,protein_coding,no,ribosomal protein S23
DUSP14,4.85E-20,-0.302543545,0.017,0.257,1.85E-15,-0.24,0.049813713,0.294752992,ENSG00000276023,17,+,protein_coding,no,dual specificity phosphatase 14
RPL41,6.13E-20,-1.123647699,0.789,0.888,2.34E-15,-0.099,15.40660511,34.74953417,ENSG00000229117,12,+,protein_coding,no,ribosomal protein L41
GIMAP8,6.51E-20,1.221134365,0.57,0.326,2.48E-15,0.244,3.156165288,0.782767623,ENSG00000171115,7,+,protein_coding,no,"GTPase, IMAP family member 8"
RPL5,7.13E-20,-0.823068266,0.604,0.845,2.72E-15,-0.241,6.355925757,12.01384332,ENSG00000122406,1,+,protein_coding,no,ribosomal protein L5
RND3,8.11E-20,-0.734349241,0.137,0.46,3.09E-15,-0.323,0.427866649,1.375465891,ENSG00000115963,2,-,protein_coding,no,Rho family GTPase 3
HNRNPA1,8.80E-20,-0.952839953,0.456,0.714,3.36E-15,-0.258,1.923455698,4.658872693,ENSG00000135486,12,+,protein_coding,no,heterogeneous nuclear ribonucleoprotein A1
TUBB2A,9.86E-20,-0.425888632,0.046,0.302,3.76E-15,-0.256,0.041972047,0.399784955,ENSG00000137267,6,-,protein_coding,no,tubulin beta 2A class IIa
NFIL3,1.00E-19,-0.529169224,0.071,0.353,3.83E-15,-0.282,0.130395577,0.631271538,ENSG00000165030,9,-,protein_coding,no,"nuclear factor, interleukin 3 regulated"
TIMP1,1.13E-19,-1.488506123,0.402,0.69,4.31E-15,-0.288,2.464144909,8.720330744,ENSG00000102265,X,+,protein_coding,no,TIMP metallopeptidase inhibitor 1
CD74,1.30E-19,-0.875673289,0.689,0.89,4.95E-15,-0.201,8.574595293,16.56808209,ENSG00000019582,5,-,protein_coding,yes,CD74 molecule
ARGLU1,1.32E-19,1.082505539,0.801,0.757,5.05E-15,0.044,8.090831154,3.292763413,ENSG00000134884,13,-,protein_coding,no,arginine and glutamate rich 1
STC1,1.35E-19,-2.522512475,0.179,0.468,5.15E-15,-0.289,2.578707676,19.56260554,ENSG00000159167,8,-,protein_coding,no,stanniocalcin 1
RPL10A,1.48E-19,-1.078684224,0.487,0.738,5.66E-15,-0.251,3.470463308,8.442105358,ENSG00000198755,6,+,protein_coding,no,ribosomal protein L10a
GABARAP,1.75E-19,-0.529419682,0.117,0.417,6.68E-15,-0.3,0.232249725,0.77856579,ENSG00000170296,17,-,protein_coding,yes,GABA type A receptor-associated protein
RPS2,1.87E-19,-1.034868977,0.667,0.845,7.13E-15,-0.178,7.458829166,16.33152818,ENSG00000140988,16,-,protein_coding,no,ribosomal protein S2
RPS5,2.06E-19,-0.981589087,0.544,0.778,7.85E-15,-0.234,3.852980954,8.582886526,ENSG00000083845,19,+,protein_coding,no,ribosomal protein S5
SAP18,2.26E-19,-0.789453816,0.251,0.567,8.61E-15,-0.316,0.72781201,1.986384805,ENSG00000150459,13,+,protein_coding,no,Sin3A associated protein 18
NNMT,2.31E-19,-1.153888262,0.208,0.527,8.83E-15,-0.319,0.895400018,3.217507454,ENSG00000166741,11,+,protein_coding,no,nicotinamide N-methyltransferase
RPL17,2.67E-19,-1.889980302,0.268,0.527,1.02E-14,-0.259,0.790803771,5.63725896,ENSG00000265681,18,-,protein_coding,no,ribosomal protein L17
RPL4,2.72E-19,-0.713490625,0.533,0.789,1.04E-14,-0.256,3.022600873,5.596127219,ENSG00000174444,15,-,protein_coding,no,ribosomal protein L4
PNISR,3.30E-19,1.219090607,0.795,0.727,1.26E-14,0.068,8.9731949,3.284019769,ENSG00000132424,6,-,protein_coding,yes,PNN interacting serine and arginine rich protein
DUSP23,3.40E-19,-0.746958316,0.174,0.495,1.30E-14,-0.321,0.427475847,1.395662459,ENSG00000158716,1,+,protein_coding,no,dual specificity phosphatase 23
EIF5A,3.96E-19,-0.654179977,0.16,0.471,1.51E-14,-0.311,0.390526152,1.188300486,ENSG00000132507,17,+,protein_coding,no,eukaryotic translation initiation factor 5A
CRTAC1,4.24E-19,-0.791795398,0.017,0.243,1.62E-14,-0.226,0.028397286,0.780389757,ENSG00000095713,10,-,protein_coding,no,cartilage acidic protein 1
S100A11,4.32E-19,-0.835415206,0.35,0.666,1.65E-14,-0.316,1.732216968,3.875287368,ENSG00000163191,1,-,protein_coding,no,S100 calcium binding protein A11
FTL,4.35E-19,-0.65499345,0.67,0.856,1.66E-14,-0.186,10.26950517,16.74506205,ENSG00000087086,19,+,protein_coding,no,ferritin light chain
PNRC1,4.42E-19,-0.703845344,0.43,0.743,1.69E-14,-0.313,1.867872051,3.671306163,ENSG00000146278,6,+,protein_coding,no,proline rich nuclear receptor coactivator 1
HMOX1,6.13E-19,-0.841860638,0.023,0.251,2.34E-14,-0.228,0.018793694,0.826045321,ENSG00000100292,22,+,protein_coding,no,heme oxygenase 1
SLC25A33,6.68E-19,-0.367923708,0.026,0.259,2.55E-14,-0.233,0.041225962,0.343696111,ENSG00000171612,1,+,protein_coding,no,solute carrier family 25 member 33
NKTR,7.91E-19,1.171966188,0.792,0.679,3.02E-14,0.113,9.344765768,3.591173288,ENSG00000114857,3,+,protein_coding,yes,natural killer cell triggering receptor
KLHL21,8.59E-19,-0.45644782,0.028,0.262,3.28E-14,-0.234,0.029363838,0.412451006,ENSG00000162413,1,-,protein_coding,no,kelch like family member 21
SLCO4A1,8.76E-19,-0.527300552,0.028,0.267,3.34E-14,-0.239,0.063322588,0.532492376,ENSG00000101187,20,+,protein_coding,yes,solute carrier organic anion transporter family member 4A1
RPL22,1.24E-18,-0.64126862,0.667,0.882,4.72E-14,-0.215,6.477082841,10.66200658,ENSG00000116251,1,-,protein_coding,no,ribosomal protein L22
MARCKSL1,1.36E-18,-0.819166746,0.245,0.553,5.17E-14,-0.308,0.701326669,2.001798056,ENSG00000175130,1,-,protein_coding,yes,MARCKS like 1
DKK3,1.75E-18,-0.715351562,0.048,0.302,6.66E-14,-0.254,0.15847861,0.902086647,ENSG00000050165,11,-,protein_coding,no,dickkopf WNT signaling pathway inhibitor 3
MIDN,1.88E-18,-0.891390072,0.396,0.693,7.19E-14,-0.297,1.657088868,3.928800381,ENSG00000167470,19,+,protein_coding,no,midnolin
RPS4X,1.90E-18,-1.016472792,0.601,0.813,7.23E-14,-0.212,6.205253737,13.57599059,ENSG00000198034,X,-,protein_coding,no,ribosomal protein S4 X-linked
RPS6,2.06E-18,-0.685344642,0.769,0.922,7.85E-14,-0.153,12.6792321,20.99738282,ENSG00000137154,9,-,protein_coding,no,ribosomal protein S6
S100A6,2.25E-18,-1.721198861,0.519,0.759,8.59E-14,-0.24,4.848233116,18.28222567,ENSG00000197956,1,-,protein_coding,yes,S100 calcium binding protein A6
SDC4,2.40E-18,-0.400225842,0.031,0.267,9.17E-14,-0.236,0.077768612,0.422346848,ENSG00000124145,20,-,protein_coding,yes,syndecan 4
BUD31,2.80E-18,-0.516725759,0.111,0.398,1.07E-13,-0.287,0.19669599,0.712118377,ENSG00000106245,7,+,protein_coding,no,BUD31 homolog
ARF4,2.84E-18,-0.7211443,0.205,0.505,1.09E-13,-0.3,0.479541153,1.439007384,ENSG00000168374,3,-,protein_coding,no,ADP ribosylation factor 4
RPS27,2.85E-18,-0.72885879,0.775,0.92,1.09E-13,-0.145,19.12913977,32.36057856,ENSG00000177954,1,+,protein_coding,no,ribosomal protein S27
ADGRF5,2.95E-18,1.058233037,0.752,0.623,1.12E-13,0.129,7.930416444,3.288563302,ENSG00000069122,6,-,protein_coding,yes,adhesion G protein-coupled receptor F5
CFL1,3.02E-18,-0.776230241,0.473,0.754,1.15E-13,-0.281,2.146888391,4.389517996,ENSG00000172757,11,-,protein_coding,no,cofilin 1
MAFB,3.30E-18,-0.474782222,0.083,0.364,1.26E-13,-0.281,0.297484193,0.803124714,ENSG00000204103,20,-,protein_coding,no,MAF bZIP transcription factor B
RPS3,3.44E-18,-0.901817061,0.652,0.853,1.31E-13,-0.201,7.623321191,15.11196643,ENSG00000149273,11,+,protein_coding,yes,ribosomal protein S3
IFRD1,3.44E-18,-0.607167708,0.228,0.543,1.31E-13,-0.315,0.687942792,1.571185533,ENSG00000006652,7,+,protein_coding,no,interferon related developmental regulator 1
BTG1,3.85E-18,-0.821971938,0.67,0.829,1.47E-13,-0.159,5.7690056,10.96638805,ENSG00000133639,12,-,protein_coding,no,BTG anti-proliferation factor 1
CFLAR,3.94E-18,1.151327892,0.798,0.754,1.50E-13,0.044,8.762190128,3.395042018,ENSG00000003402,2,+,protein_coding,no,CASP8 and FADD like apoptosis regulator
CARHSP1,4.02E-18,-0.720522357,0.262,0.594,1.53E-13,-0.332,0.764987057,1.908307791,ENSG00000153048,16,-,protein_coding,no,calcium regulated heat stable protein 1
DNAJB9,4.35E-18,-0.733685197,0.123,0.401,1.66E-13,-0.278,0.250216141,1.078961053,ENSG00000128590,7,+,protein_coding,no,DnaJ heat shock protein family (Hsp40) member B9
RPS24,4.44E-18,-0.695956942,0.712,0.896,1.69E-13,-0.184,9.521135096,16.04380326,ENSG00000138326,10,+,protein_coding,no,ribosomal protein S24
TNFRSF10D,4.53E-18,-0.596496159,0.137,0.444,1.73E-13,-0.307,0.428543303,1.160014397,ENSG00000173530,8,-,protein_coding,yes,TNF receptor superfamily member 10d
RPL3,4.62E-18,-0.82233986,0.741,0.885,1.76E-13,-0.144,10.44998279,19.24667905,ENSG00000100316,22,-,protein_coding,no,ribosomal protein L3
LRRC75A-AS1,4.64E-18,-1.012273491,0.359,0.628,1.77E-13,-0.269,1.476859292,3.996041303,ENSG00000175061,17,+,lncRNA,no,small nucleolar RNA host gene 29
ZFAND5,5.11E-18,-0.756725518,0.362,0.682,1.95E-13,-0.32,1.240431394,2.785547753,ENSG00000107372,9,-,protein_coding,no,zinc finger AN1-type containing 5
DEPP1,6.11E-18,-1.772084707,0.348,0.652,2.33E-13,-0.304,2.423409243,10.69255632,ENSG00000165507,10,-,protein_coding,no,DEPP1 autophagy regulator
IVNS1ABP,6.20E-18,-1.066442705,0.174,0.487,2.37E-13,-0.313,0.601803071,2.354597082,ENSG00000116679,1,-,protein_coding,no,influenza virus NS1A binding protein
SERPINE1,6.66E-18,-1.062145899,0.04,0.275,2.54E-13,-0.235,0.115779391,1.329786428,ENSG00000106366,7,+,protein_coding,yes,serpin family E member 1
ZC3H12A,7.78E-18,-0.366020841,0.028,0.254,2.97E-13,-0.226,0.028216683,0.325158718,ENSG00000163874,1,+,protein_coding,no,zinc finger CCCH-type containing 12A
SRSF2,7.82E-18,-0.654615988,0.268,0.575,2.98E-13,-0.307,0.828887444,1.879028912,ENSG00000161547,17,-,protein_coding,no,serine and arginine rich splicing factor 2
SLC25A25,8.15E-18,-0.442487899,0.043,0.283,3.11E-13,-0.24,0.064542835,0.446655996,ENSG00000148339,9,+,protein_coding,no,solute carrier family 25 member 25
ICAM4,9.31E-18,-0.47538954,0.034,0.262,3.55E-13,-0.228,0.030181638,0.432254898,ENSG00000105371,19,+,protein_coding,yes,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)
UGCG,9.50E-18,-0.888772749,0.274,0.599,3.63E-13,-0.325,1.009142541,2.720129054,ENSG00000148154,9,+,protein_coding,no,UDP-glucose ceramide glucosyltransferase
RPL30,9.74E-18,-0.875951688,0.607,0.826,3.72E-13,-0.219,8.790666752,16.96801087,ENSG00000156482,8,-,protein_coding,no,ribosomal protein L30
MYADM,1.02E-17,-1.13009083,0.094,0.348,3.88E-13,-0.254,0.172716683,1.566754554,ENSG00000179820,19,+,protein_coding,yes,myeloid associated differentiation marker
TLE4,1.14E-17,-0.359974794,0.04,0.281,4.36E-13,-0.241,0.074200729,0.378632948,ENSG00000106829,9,+,protein_coding,no,"TLE family member 4, transcriptional corepressor"
JPT1,1.21E-17,-0.377454831,0.091,0.364,4.63E-13,-0.273,0.169232447,0.518889168,ENSG00000189159,17,-,protein_coding,no,Jupiter microtubule associated homolog 1
RPS13,1.33E-17,-0.767672545,0.558,0.81,5.07E-13,-0.252,6.103058547,11.09310593,ENSG00000110700,11,-,protein_coding,no,ribosomal protein S13
NPM1,1.45E-17,-0.934454345,0.368,0.639,5.53E-13,-0.271,1.539845491,3.85407056,ENSG00000181163,5,+,protein_coding,no,nucleophosmin 1
RASA4,1.51E-17,-0.865865542,0.063,0.313,5.77E-13,-0.25,0.18596958,1.161349748,ENSG00000105808,7,-,protein_coding,yes,RAS p21 protein activator 4
POLR2A,1.52E-17,-0.602384313,0.208,0.535,5.78E-13,-0.327,0.619701559,1.459069182,ENSG00000181222,17,+,protein_coding,no,RNA polymerase II subunit A
EGR3,1.65E-17,-0.65539179,0.037,0.267,6.29E-13,-0.23,0.048725759,0.651788823,ENSG00000179388,8,-,protein_coding,no,early growth response 3
C1S,1.87E-17,-0.494360086,0.048,0.291,7.13E-13,-0.243,0.102375235,0.552911345,ENSG00000182326,12,+,protein_coding,no,complement C1s
CLEC2B,2.43E-17,-0.991782119,0.236,0.548,9.28E-13,-0.312,0.757499932,2.495034636,ENSG00000110852,12,-,protein_coding,yes,C-type lectin domain family 2 member B
IER2,2.45E-17,-0.978916679,0.359,0.658,9.36E-13,-0.299,1.817930894,4.554099071,ENSG00000160888,19,+,protein_coding,no,immediate early response 2
MAP1LC3B,2.80E-17,-0.735925498,0.251,0.543,1.07E-12,-0.292,0.642811343,1.736045669,ENSG00000140941,16,+,protein_coding,no,microtubule associated protein 1 light chain 3 beta
MORF4L2,2.87E-17,-0.588659181,0.228,0.527,1.09E-12,-0.299,0.651648264,1.483828672,ENSG00000123562,X,-,protein_coding,yes,mortality factor 4 like 2
RNF19B,3.07E-17,-0.388981203,0.043,0.278,1.17E-12,-0.235,0.062542318,0.391365549,ENSG00000116514,1,-,protein_coding,no,ring finger protein 19B
RPL10,3.16E-17,-0.972925602,0.749,0.872,1.21E-12,-0.123,13.60214005,27.66132732,ENSG00000147403,X,+,protein_coding,no,ribosomal protein L10
HBA2,3.90E-17,-2.12077155,0.009,0.203,1.49E-12,-0.194,0.016532061,3.421167114,ENSG00000188536,16,+,protein_coding,no,hemoglobin subunit alpha 2
NACA,3.96E-17,-0.706779407,0.59,0.81,1.51E-12,-0.22,5.046396987,8.868666208,ENSG00000196531,12,-,protein_coding,no,nascent polypeptide associated complex subunit alpha
RPL9,4.12E-17,-0.734408508,0.721,0.877,1.57E-12,-0.156,9.122077312,15.84025409,ENSG00000163682,4,-,protein_coding,no,ribosomal protein L9
ING1,4.36E-17,-0.314506853,0.06,0.305,1.66E-12,-0.245,0.067594247,0.327645786,ENSG00000153487,13,+,protein_coding,no,inhibitor of growth family member 1
ID1,4.45E-17,1.396042494,0.65,0.508,1.70E-12,0.142,8.456242157,2.593088541,ENSG00000125968,20,+,protein_coding,no,"inhibitor of DNA binding 1, HLH protein"
RPL21,4.47E-17,-0.774069093,0.692,0.858,1.71E-12,-0.166,8.440755486,15.14450617,ENSG00000122026,13,+,protein_coding,no,ribosomal protein L21
SNHG16,5.45E-17,-0.498524265,0.088,0.356,2.08E-12,-0.268,0.130925543,0.597735079,ENSG00000163597,17,+,lncRNA,no,small nucleolar RNA host gene 16
TUBA1A,6.28E-17,-0.751281923,0.128,0.404,2.40E-12,-0.276,0.354956062,1.280781105,ENSG00000167552,12,-,protein_coding,no,tubulin alpha 1a
RPS9,6.58E-17,-0.768898469,0.652,0.834,2.51E-12,-0.182,6.099017767,11.09650101,ENSG00000170889,19,+,protein_coding,no,ribosomal protein S9
NDRG1,7.31E-17,-0.994475734,0.484,0.743,2.79E-12,-0.259,2.143761337,5.263492972,ENSG00000104419,8,-,protein_coding,yes,N-myc downstream regulated 1
PELI1,7.79E-17,-0.609437852,0.217,0.543,2.97E-12,-0.326,0.655487435,1.525718603,ENSG00000197329,2,-,protein_coding,no,pellino E3 ubiquitin protein ligase 1
RPL29,7.82E-17,-0.792144229,0.57,0.805,2.98E-12,-0.235,5.276357723,9.868431241,ENSG00000162244,3,-,protein_coding,no,ribosomal protein L29
ARG2,8.57E-17,-0.254620251,0.003,0.187,3.27E-12,-0.184,0.002021095,0.195432882,ENSG00000081181,14,+,protein_coding,no,arginase 2
BZW1,8.66E-17,-0.549376357,0.313,0.634,3.30E-12,-0.321,1.088663234,2.056660357,ENSG00000082153,2,+,protein_coding,no,basic leucine zipper and W2 domains 1
SMAD6,9.05E-17,1.401958455,0.476,0.238,3.45E-12,0.238,3.102666206,0.552510823,ENSG00000137834,15,+,protein_coding,no,SMAD family member 6
TNXB,9.57E-17,-0.545625616,0.083,0.348,3.65E-12,-0.265,0.298814212,0.89581829,ENSG00000168477,6,-,protein_coding,no,tenascin XB
RPS14,1.02E-16,-0.770874185,0.672,0.853,3.90E-12,-0.181,9.386908851,16.72321774,ENSG00000164587,5,-,protein_coding,no,ribosomal protein S14
ARID5B,1.02E-16,-0.711098451,0.208,0.519,3.90E-12,-0.311,0.706081764,1.792941276,ENSG00000150347,10,+,protein_coding,no,AT-rich interaction domain 5B
EIF1B,1.09E-16,-0.497329443,0.234,0.54,4.14E-12,-0.306,0.731732199,1.444509965,ENSG00000114784,3,+,protein_coding,no,eukaryotic translation initiation factor 1B
3-Mar,1.10E-16,-0.382493429,0.1,0.377,4.19E-12,-0.277,0.246508624,0.624939825,ENSG00000173926,5,-,protein_coding,no,membrane associated ring-CH-type finger 3
ANKRD37,1.11E-16,-0.581196387,0.046,0.273,4.23E-12,-0.227,0.068725382,0.598908715,ENSG00000186352,4,+,protein_coding,no,ankyrin repeat domain 37
PREX2,1.13E-16,1.156607292,0.613,0.417,4.30E-12,0.196,3.670217001,1.09490133,ENSG00000046889,8,+,protein_coding,yes,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
PMAIP1,1.24E-16,-0.462600703,0.068,0.318,4.73E-12,-0.25,0.176073632,0.620657341,ENSG00000141682,18,+,protein_coding,no,phorbol-12-myristate-13-acetate-induced protein 1
RDH10,1.34E-16,-0.563483865,0.083,0.348,5.12E-12,-0.265,0.462514766,1.161353508,ENSG00000121039,8,+,protein_coding,no,retinol dehydrogenase 10
RGCC,1.36E-16,-0.487048253,0.259,0.57,5.20E-12,-0.311,2.408305969,3.776994142,ENSG00000102760,13,+,protein_coding,no,regulator of cell cycle
MYL6,1.42E-16,-0.820843254,0.575,0.799,5.43E-12,-0.224,3.711700112,7.322926934,ENSG00000092841,12,+,protein_coding,no,myosin light chain 6
ICAM1,1.64E-16,-1.270594711,0.279,0.548,6.26E-12,-0.269,1.218420725,4.352183988,ENSG00000090339,19,+,protein_coding,yes,intercellular adhesion molecule 1
CDC42EP2,1.64E-16,-0.375944442,0.02,0.222,6.26E-12,-0.202,0.018717631,0.321978453,ENSG00000149798,11,+,protein_coding,yes,CDC42 effector protein 2
IQCN,1.75E-16,-0.34104709,0.011,0.206,6.69E-12,-0.195,0.041190784,0.318850958,ENSG00000130518,19,-,protein_coding,no,IQ motif containing N
RPL11,2.44E-16,-0.721901424,0.718,0.872,9.31E-12,-0.154,10.31748153,17.66653791,ENSG00000142676,1,+,protein_coding,no,ribosomal protein L11
ADAMTS1,2.63E-16,-0.842640896,0.194,0.505,1.01E-11,-0.311,1.610675312,3.681802052,ENSG00000154734,21,-,protein_coding,no,ADAM metallopeptidase with thrombospondin type 1 motif 1
RPL37A,2.81E-16,-0.643667569,0.712,0.885,1.07E-11,-0.173,11.55267371,18.61098853,ENSG00000197756,2,+,protein_coding,no,ribosomal protein L37a
ARPC1B,2.91E-16,-0.662583866,0.231,0.532,1.11E-11,-0.301,0.788214393,1.83059154,ENSG00000130429,7,+,protein_coding,no,actin related protein 2/3 complex subunit 1B
CALM2,2.94E-16,-0.859119962,0.385,0.652,1.12E-11,-0.267,1.496461559,3.528410218,ENSG00000143933,2,-,protein_coding,yes,calmodulin 2
EGR1,3.23E-16,-1.022743415,0.225,0.543,1.23E-11,-0.318,2.611083979,6.336924231,ENSG00000120738,5,+,protein_coding,no,early growth response 1
ALDOA,3.55E-16,-0.323605887,0.034,0.246,1.35E-11,-0.212,0.0293799,0.28822215,ENSG00000149925,16,+,protein_coding,no,"aldolase, fructose-bisphosphate A"
ZFAS1,4.14E-16,-0.716140918,0.265,0.561,1.58E-11,-0.296,0.985564564,2.261849438,ENSG00000177410,20,+,lncRNA,no,ZNFX1 antisense RNA 1
ENO1,4.36E-16,-0.684715336,0.248,0.54,1.66E-11,-0.292,0.641251422,1.638122573,ENSG00000074800,1,-,protein_coding,yes,enolase 1
RPL35A,4.46E-16,-0.793109816,0.652,0.818,1.70E-11,-0.166,7.754712786,14.1702154,ENSG00000182899,3,+,protein_coding,no,ribosomal protein L35a
