gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
SEMA3C,9.98E-09,-0.430139001,0.093,0.24,3.81E-04,-0.147,0.194319501,0.609182368,ENSG00000075223,7,-,protein_coding,no,semaphorin 3C
NDUFS4,1.01E-08,-0.265126775,0.371,0.572,3.85E-04,-0.201,0.879513816,1.258690028,ENSG00000164258,5,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit S4
PPP3CC,1.02E-08,-0.484288204,0.38,0.569,3.88E-04,-0.189,0.725503335,1.413798866,ENSG00000120910,8,+,protein_coding,no,protein phosphatase 3 catalytic subunit gamma
LMOD3,1.03E-08,0.434986274,0.274,0.109,3.94E-04,0.165,0.537895874,0.137582797,ENSG00000163380,3,-,protein_coding,no,leiomodin 3
MYL6B,1.07E-08,-0.195665426,0.19,0.385,4.09E-04,-0.195,0.335661933,0.529669864,ENSG00000196465,12,+,protein_coding,no,myosin light chain 6B
C19orf70,1.11E-08,-0.241529577,0.432,0.632,4.22E-04,-0.2,1.258833132,1.670495169,ENSG00000174917,19,-,protein_coding,no,mitochondrial contact site and cristae organizing system subunit 13
MYL12B,1.11E-08,-0.160501298,0.48,0.684,4.23E-04,-0.204,1.654048126,1.966364389,ENSG00000118680,18,+,protein_coding,no,myosin light chain 12B
TMEM14B,1.11E-08,-0.245365603,0.796,0.852,4.24E-04,-0.056,5.038469982,6.157960838,ENSG00000137210,6,+,protein_coding,no,transmembrane protein 14B
TOB1,1.16E-08,-0.456129655,0.31,0.5,4.42E-04,-0.19,0.515121039,1.078528754,ENSG00000141232,17,-,protein_coding,no,"transducer of ERBB2, 1"
PFKFB4,1.20E-08,-0.271985131,0.048,0.174,4.57E-04,-0.126,0.073943814,0.296752947,ENSG00000114268,3,-,protein_coding,no,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
ATL1,1.23E-08,-0.214741781,0.09,0.247,4.70E-04,-0.157,0.190010081,0.38100216,ENSG00000198513,14,+,protein_coding,no,atlastin GTPase 1
F8A1,1.28E-08,-0.136602054,0.027,0.138,4.87E-04,-0.111,0.030794509,0.133165679,ENSG00000277203,X,+,protein_coding,no,coagulation factor VIII associated 1
AC109326.1,1.28E-08,-0.147713491,0.011,0.102,4.90E-04,-0.091,0.009267832,0.118079341,ENSG00000279602,17,-,TEC,no,TEC
FBXL5,1.32E-08,0.413069971,0.362,0.181,5.03E-04,0.181,0.704353083,0.280009282,ENSG00000118564,4,-,protein_coding,no,F-box and leucine rich repeat protein 5
ARL3,1.33E-08,-0.200242113,0.871,0.882,5.08E-04,-0.011,5.903288248,6.931126742,ENSG00000138175,10,-,protein_coding,no,ADP ribosylation factor like GTPase 3
TSTD1,1.34E-08,-0.157251689,0.267,0.47,5.10E-04,-0.203,0.750809302,0.952433815,ENSG00000215845,1,-,protein_coding,no,thiosulfate sulfurtransferase like domain containing 1
WWC2-AS1,1.36E-08,-0.23973125,0.17,0.349,5.21E-04,-0.179,0.269916142,0.49948229,ENSG00000251128,4,-,lncRNA,no,WWC2 antisense RNA 1
NR4A2,1.37E-08,-0.227689642,0.029,0.141,5.23E-04,-0.112,0.037948663,0.215394554,ENSG00000153234,2,-,protein_coding,no,nuclear receptor subfamily 4 group A member 2
ITGB1BP1,1.37E-08,-0.19950816,0.17,0.359,5.23E-04,-0.189,0.33101172,0.528409823,ENSG00000119185,2,-,protein_coding,yes,integrin subunit beta 1 binding protein 1
ENAH,1.45E-08,0.461381222,0.378,0.201,5.52E-04,0.177,0.874309385,0.361293254,ENSG00000154380,1,-,protein_coding,yes,ENAH actin regulator
TIAM2,1.46E-08,0.353813932,0.346,0.164,5.56E-04,0.182,0.57431905,0.231924647,ENSG00000146426,6,+,protein_coding,no,TIAM Rac1 associated GEF 2
CHCHD6,1.49E-08,-0.199855664,0.145,0.316,5.70E-04,-0.171,0.263739301,0.45151003,ENSG00000159685,3,+,protein_coding,no,coiled-coil-helix-coiled-coil-helix domain containing 6
UBL5,1.56E-08,-0.174118427,0.79,0.862,5.94E-04,-0.072,5.406698462,6.22851611,ENSG00000198258,19,+,protein_coding,no,ubiquitin like 5
SLC38A5,1.56E-08,0.315341571,0.235,0.079,5.95E-04,0.156,0.366120532,0.097897376,ENSG00000017483,X,-,protein_coding,yes,solute carrier family 38 member 5
RPL18,1.57E-08,-0.254794444,0.869,0.859,6.00E-04,0.01,6.820522054,8.331178893,ENSG00000063177,19,-,protein_coding,no,ribosomal protein L18
MLF1,1.58E-08,-0.173413948,0.376,0.582,6.04E-04,-0.206,0.880040447,1.12016662,ENSG00000178053,3,+,protein_coding,no,myeloid leukemia factor 1
PFDN2,1.59E-08,-0.158560489,0.38,0.599,6.07E-04,-0.219,1.154313797,1.40458662,ENSG00000143256,1,-,protein_coding,no,prefoldin subunit 2
RPS29,1.62E-08,-0.333833824,0.867,0.885,6.20E-04,-0.018,8.158855707,10.54343898,ENSG00000213741,14,-,protein_coding,no,ribosomal protein S29
CFAP20,1.63E-08,-0.245709554,0.235,0.431,6.23E-04,-0.196,0.367489562,0.621399243,ENSG00000070761,16,-,protein_coding,no,cilia and flagella associated protein 20
SNCA,1.73E-08,-0.288353857,0.131,0.303,6.59E-04,-0.172,0.196739824,0.461513744,ENSG00000145335,4,-,protein_coding,yes,synuclein alpha
PNRC1,1.73E-08,-0.297197506,0.722,0.839,6.60E-04,-0.117,3.441679708,4.457736977,ENSG00000146278,6,+,protein_coding,no,proline rich nuclear receptor coactivator 1
BAG1,1.74E-08,-0.227196063,0.606,0.714,6.64E-04,-0.108,2.362366164,2.935843638,ENSG00000107262,9,-,protein_coding,no,BAG cochaperone 1
YPEL5,1.77E-08,-0.339244093,0.609,0.776,6.73E-04,-0.167,1.746768151,2.474918723,ENSG00000119801,2,+,protein_coding,no,yippee like 5
PDP1,1.79E-08,-0.198907958,0.05,0.178,6.84E-04,-0.128,0.1081504,0.271967367,ENSG00000164951,8,+,protein_coding,no,pyruvate dehyrogenase phosphatase catalytic subunit 1
ATP6V0D1,1.80E-08,-0.360744286,0.296,0.484,6.86E-04,-0.188,0.537024342,0.973674802,ENSG00000159720,16,-,protein_coding,no,ATPase H+ transporting V0 subunit d1
PSIP1,1.82E-08,0.648119277,0.767,0.707,6.95E-04,0.06,3.733418935,2.02044965,ENSG00000164985,9,-,protein_coding,no,PC4 and SFRS1 interacting protein 1
GLO1,1.91E-08,-0.271364278,0.667,0.822,7.28E-04,-0.155,2.725364481,3.496323569,ENSG00000124767,6,-,protein_coding,yes,glyoxalase I
GTF2I,1.92E-08,0.379715079,0.821,0.839,7.32E-04,-0.018,4.594605562,3.299954341,ENSG00000263001,7,+,protein_coding,no,general transcription factor IIi
HINT2,2.01E-08,-0.093638047,0.219,0.421,7.68E-04,-0.202,0.57894597,0.684826288,ENSG00000137133,9,-,protein_coding,no,histidine triad nucleotide binding protein 2
MT-RNR1,2.02E-08,0.519738648,0.998,1,7.72E-04,-0.002,407.7558903,284.1064884,NA,NA,NA,NA,NA,NA
SLBP,2.03E-08,-0.253614863,0.086,0.23,7.75E-04,-0.144,0.149665039,0.370619815,ENSG00000163950,4,-,protein_coding,no,stem-loop binding protein
GACAT2,2.04E-08,-0.233169527,0.133,0.296,7.80E-04,-0.163,0.234692127,0.451274955,ENSG00000265962,18,-,lncRNA,no,gastric cancer associated transcript 2
OXR1,2.05E-08,-0.343863279,0.477,0.694,7.82E-04,-0.217,1.2751069,1.887453301,ENSG00000164830,8,+,protein_coding,no,oxidation resistance 1
ATP1B1,2.14E-08,-0.680310023,0.152,0.312,8.15E-04,-0.16,0.288995539,1.065594829,ENSG00000143153,1,+,protein_coding,yes,ATPase Na+/K+ transporting subunit beta 1
H2AFJ,2.15E-08,-0.250737802,0.242,0.441,8.19E-04,-0.199,0.524810887,0.814243533,ENSG00000246705,12,+,protein_coding,no,H2A.J histone
AK2,2.21E-08,-0.310444109,0.527,0.711,8.43E-04,-0.184,1.373611071,1.943489884,ENSG00000004455,1,-,protein_coding,no,adenylate kinase 2
RYBP,2.25E-08,-0.351226682,0.296,0.487,8.58E-04,-0.191,0.511983831,0.928754328,ENSG00000163602,3,-,protein_coding,no,RING1 and YY1 binding protein
RPL7A,2.28E-08,-0.169540574,0.919,0.908,8.70E-04,0.011,9.967327318,11.33495597,ENSG00000148303,9,+,protein_coding,no,ribosomal protein L7a
HAGH,2.30E-08,-0.362283491,0.425,0.609,8.78E-04,-0.184,0.942386023,1.496857413,ENSG00000063854,16,-,protein_coding,no,hydroxyacylglutathione hydrolase
DNAJA4,2.38E-08,-0.40105058,0.215,0.382,9.07E-04,-0.167,0.368044519,0.806460562,ENSG00000140403,15,+,protein_coding,no,DnaJ heat shock protein family (Hsp40) member A4
PPIB,2.51E-08,-0.271851606,0.303,0.493,9.58E-04,-0.19,0.578686441,0.906037176,ENSG00000166794,15,-,protein_coding,no,peptidylprolyl isomerase B
CYC1,2.61E-08,-0.251527566,0.459,0.638,9.97E-04,-0.179,1.183825409,1.599771969,ENSG00000179091,8,+,protein_coding,no,cytochrome c1
USPL1,2.71E-08,-0.251662004,0.077,0.214,0.001032104,-0.137,0.087255248,0.294462056,ENSG00000132952,13,+,protein_coding,no,ubiquitin specific peptidase like 1
SCG3,2.80E-08,-0.470849643,0.704,0.859,0.001069567,-0.155,4.277993528,6.314905491,ENSG00000104112,15,+,protein_coding,no,secretogranin III
ATP5MC2,2.87E-08,-0.189027606,0.742,0.859,0.001093629,-0.117,3.951980571,4.64523352,ENSG00000135390,12,-,protein_coding,no,ATP synthase membrane subunit c locus 2
PFN1,2.87E-08,-0.15186995,0.233,0.434,0.001096542,-0.201,0.484665952,0.649476601,ENSG00000108518,17,-,protein_coding,no,profilin 1
TIMM8B,2.96E-08,-0.15389437,0.382,0.576,0.001129197,-0.194,0.932402011,1.149929913,ENSG00000150779,11,-,protein_coding,no,translocase of inner mitochondrial membrane 8 homolog B
ARHGAP42,2.96E-08,0.49672611,0.321,0.148,0.001129919,0.173,0.707525327,0.210145793,ENSG00000165895,11,+,protein_coding,no,Rho GTPase activating protein 42
LPGAT1,3.01E-08,0.482066413,0.527,0.359,0.00114758,0.168,1.297738097,0.645068834,ENSG00000123684,1,-,protein_coding,no,lysophosphatidylglycerol acyltransferase 1
WWC1,3.08E-08,0.438638636,0.613,0.451,0.001175685,0.162,1.76822919,1.042483972,ENSG00000113645,5,+,protein_coding,no,WW and C2 domain containing 1
HIST3H2BB,3.10E-08,-0.19508148,0.02,0.118,0.001181225,-0.098,0.02264892,0.170717044,ENSG00000196890,1,+,protein_coding,no,H2B.U histone 1
NDUFB6,3.21E-08,-0.093305518,0.396,0.605,0.001223056,-0.209,1.157688721,1.301847517,ENSG00000165264,9,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B6
VKORC1,3.29E-08,-0.213143299,0.111,0.27,0.00125437,-0.159,0.178224128,0.365810473,ENSG00000167397,16,-,protein_coding,no,vitamin K epoxide reductase complex subunit 1
CACNA2D1,3.45E-08,0.332312754,0.278,0.118,0.001317632,0.16,0.430939735,0.136541339,ENSG00000153956,7,-,protein_coding,yes,calcium voltage-gated channel auxiliary subunit alpha2delta 1
AC108010.1,3.46E-08,0.3668294,0.269,0.105,0.001320598,0.164,0.500991811,0.163996488,ENSG00000242588,7,+,lncRNA,no,novel transcript
EID3,3.47E-08,-0.306156131,0.149,0.309,0.001323627,-0.16,0.195708648,0.478385006,ENSG00000255150,12,+,protein_coding,no,EP300 interacting inhibitor of differentiation 3
PTRHD1,3.51E-08,-0.170485513,0.224,0.414,0.001340499,-0.19,0.44433044,0.625503157,ENSG00000184924,2,-,protein_coding,no,peptidyl-tRNA hydrolase domain containing 1
DNAJB9,3.54E-08,-0.295837474,0.181,0.345,0.00134895,-0.164,0.268212605,0.556854473,ENSG00000128590,7,+,protein_coding,no,DnaJ heat shock protein family (Hsp40) member B9
TBCC,3.60E-08,-0.400736775,0.335,0.507,0.001373161,-0.172,0.476415425,0.94913699,ENSG00000124659,6,-,protein_coding,no,tubulin folding cofactor C
KCNC2,3.69E-08,-0.157716875,0.011,0.099,0.001408531,-0.088,0.045031907,0.165754394,ENSG00000166006,12,-,protein_coding,yes,potassium voltage-gated channel subfamily C member 2
IMP3,3.73E-08,-0.184293519,0.124,0.286,0.001421266,-0.162,0.209657797,0.374486271,ENSG00000177971,15,-,protein_coding,no,IMP U3 small nucleolar ribonucleoprotein 3
AL117339.5,3.75E-08,-0.199206548,0.016,0.109,0.001430371,-0.093,0.038028789,0.191726357,ENSG00000283930,10,+,protein_coding,no,novel transcript
OPN1MW3,3.88E-08,-0.292796641,0.188,0.355,0.001479596,-0.167,0.278435549,0.566099713,ENSG00000269433,X,+,protein_coding,no,"opsin 1, medium wave sensitive 3"
PREX1,4.09E-08,0.190338146,0.129,0.016,0.001559501,0.113,0.159499182,0.016185411,ENSG00000124126,20,-,protein_coding,yes,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
GNAL,4.12E-08,0.419985088,0.317,0.151,0.001570235,0.166,0.693046539,0.265437752,ENSG00000141404,18,+,protein_coding,yes,G protein subunit alpha L
PHPT1,4.16E-08,-0.175519654,0.355,0.556,0.00158524,-0.201,1.061937253,1.3286924,ENSG00000054148,9,+,protein_coding,no,phosphohistidine phosphatase 1
SCN1B,4.26E-08,-0.405127279,0.032,0.138,0.001623607,-0.106,0.069155966,0.415782457,ENSG00000105711,19,+,protein_coding,yes,sodium voltage-gated channel beta subunit 1
TENM2,4.53E-08,0.247387413,0.145,0.026,0.001728307,0.119,0.209563148,0.018960889,ENSG00000145934,5,+,protein_coding,yes,teneurin transmembrane protein 2
HIST2H2BE,4.86E-08,-0.190913373,0.07,0.204,0.00185504,-0.134,0.115068875,0.272835694,ENSG00000184678,1,-,protein_coding,no,H2B clustered histone 21
FAM133B,5.08E-08,-0.390375282,0.391,0.582,0.00193777,-0.191,0.837487224,1.408457559,ENSG00000234545,7,-,protein_coding,no,family with sequence similarity 133 member B
PSMD13,5.11E-08,-0.231460279,0.219,0.401,0.00194893,-0.182,0.386729408,0.628051776,ENSG00000185627,11,+,protein_coding,no,"proteasome 26S subunit, non-ATPase 13"
EXOSC8,5.17E-08,-0.306069162,0.156,0.316,0.001970527,-0.16,0.211499138,0.497818216,ENSG00000120699,13,+,protein_coding,no,exosome component 8
SOD1,5.29E-08,-0.086783283,0.731,0.852,0.002016056,-0.121,3.858903668,4.160153966,ENSG00000142168,21,+,protein_coding,yes,superoxide dismutase 1
HR,5.62E-08,-0.394519277,0.258,0.441,0.00214546,-0.183,0.452917165,0.909866412,ENSG00000168453,8,-,protein_coding,no,HR lysine demethylase and nuclear receptor corepressor
ATP5MG,5.65E-08,-0.145571789,0.853,0.882,0.002154833,-0.029,6.317338611,7.094212979,ENSG00000167283,11,+,protein_coding,no,ATP synthase membrane subunit g
RPS16,5.74E-08,-0.140133674,0.912,0.898,0.002188529,0.014,11.0856416,12.31846428,ENSG00000105193,19,-,protein_coding,no,ribosomal protein S16
MCUR1,5.77E-08,-0.21140529,0.568,0.73,0.002201883,-0.162,1.792433001,2.233122019,ENSG00000050393,6,-,protein_coding,no,mitochondrial calcium uniporter regulator 1
ID4,5.86E-08,-0.038107857,0.036,0.151,0.002234654,-0.115,0.19529091,0.227284431,ENSG00000172201,6,+,protein_coding,no,"inhibitor of DNA binding 4, HLH protein"
SEC11A,5.92E-08,-0.22873451,0.215,0.398,0.002256811,-0.183,0.347004874,0.578429233,ENSG00000140612,15,-,protein_coding,no,"SEC11 homolog A, signal peptidase complex subunit"
PDE6A,5.95E-08,0.764059439,0.367,0.184,0.002270581,0.183,3.300187968,1.532110359,ENSG00000132915,5,-,protein_coding,yes,phosphodiesterase 6A
HERC6,6.09E-08,0.230210654,0.133,0.02,0.002321396,0.113,0.220548443,0.040530246,ENSG00000138642,4,+,protein_coding,no,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
PSMB7,6.10E-08,-0.149553162,0.362,0.556,0.002328567,-0.194,0.856679059,1.059476434,ENSG00000136930,9,-,protein_coding,no,proteasome 20S subunit beta 7
AF131216.1,6.15E-08,-0.287689649,0.079,0.217,0.002344567,-0.138,0.139762674,0.391289937,ENSG00000246477,8,-,lncRNA,no,"novel transcript, antisense to MTMR9"
RPL18A,6.15E-08,-0.175091988,0.925,0.898,0.002346544,0.027,10.62729304,12.12763697,ENSG00000105640,19,+,protein_coding,no,ribosomal protein L18a
MAP1B,6.24E-08,0.279016962,0.957,0.99,0.002379604,-0.033,26.28325007,21.48555589,ENSG00000131711,5,+,protein_coding,yes,microtubule associated protein 1B
CAMLG,6.35E-08,-0.31309334,0.367,0.566,0.002421172,-0.199,0.742020286,1.164231405,ENSG00000164615,5,+,protein_coding,no,calcium modulating ligand
AC092100.1,6.54E-08,0.360606553,0.247,0.095,0.002495485,0.152,0.423264995,0.10849153,ENSG00000225718,7,-,lncRNA,no,novel transcript
COX4I1,6.58E-08,-0.118567336,0.867,0.901,0.002511388,-0.034,6.945468929,7.626047761,ENSG00000131143,16,+,protein_coding,no,cytochrome c oxidase subunit 4I1
MTUS1,6.60E-08,0.512259713,0.667,0.579,0.002515968,0.088,2.386835563,1.374589659,ENSG00000129422,8,-,protein_coding,yes,microtubule associated scaffold protein 1
SVOP,6.74E-08,0.363810925,0.348,0.184,0.002569731,0.164,0.622082843,0.260535351,ENSG00000166111,12,-,protein_coding,no,SV2 related protein
SLC16A1,6.81E-08,-0.378334564,0.563,0.734,0.002596111,-0.171,1.451996779,2.18720463,ENSG00000155380,1,-,protein_coding,yes,solute carrier family 16 member 1
LAMTOR5,6.93E-08,-0.221512155,0.667,0.793,0.002642047,-0.126,2.404516377,2.969513018,ENSG00000134248,1,-,protein_coding,no,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"
TEX264,6.94E-08,-0.329080102,0.423,0.586,0.002647039,-0.163,0.946993235,1.445836513,ENSG00000164081,3,+,protein_coding,no,"testis expressed 264, ER-phagy receptor"
IK,7.03E-08,-0.254613941,0.439,0.622,0.00268259,-0.183,1.14171921,1.555106258,ENSG00000113141,5,+,protein_coding,no,IK cytokine
SPARC,7.28E-08,0.322815723,0.156,0.033,0.002776158,0.123,0.309665772,0.047088191,ENSG00000113140,5,-,protein_coding,no,secreted protein acidic and cysteine rich
EMC4,7.28E-08,-0.138382728,0.292,0.49,0.002778236,-0.198,0.684326072,0.853888127,ENSG00000128463,15,+,protein_coding,no,ER membrane protein complex subunit 4
LRRC75A-AS1,7.40E-08,-0.355844762,0.81,0.812,0.002822274,-0.002,5.098421154,6.804361185,ENSG00000175061,17,+,lncRNA,no,small nucleolar RNA host gene 29
HNRNPDL,7.46E-08,-0.355121402,0.593,0.757,0.00284666,-0.164,1.571151525,2.288742462,ENSG00000152795,4,-,protein_coding,no,heterogeneous nuclear ribonucleoprotein D like
PNCK,7.90E-08,-0.294144276,0.1,0.243,0.003012488,-0.143,0.175388715,0.441211659,ENSG00000130822,X,-,protein_coding,no,pregnancy up-regulated nonubiquitous CaM kinase
VASH1,7.94E-08,0.43553942,0.416,0.243,0.003030229,0.173,0.910995164,0.413022764,ENSG00000071246,14,+,protein_coding,no,vasohibin 1
UBB,8.01E-08,-0.260375981,0.862,0.898,0.003056575,-0.036,7.638755339,9.347421848,ENSG00000170315,17,+,protein_coding,yes,ubiquitin B
FLYWCH2,8.10E-08,-0.218837163,0.19,0.368,0.003090486,-0.178,0.325799831,0.542959439,ENSG00000162076,16,+,protein_coding,no,FLYWCH family member 2
CLTA,8.30E-08,-0.278187015,0.471,0.664,0.003165868,-0.193,1.346059363,1.844995823,ENSG00000122705,9,+,protein_coding,yes,clathrin light chain A
IMPG1,8.41E-08,-0.313159857,0.803,0.931,0.003209747,-0.128,8.345015999,10.61049029,ENSG00000112706,6,-,protein_coding,no,interphotoreceptor matrix proteoglycan 1
DMXL2,8.53E-08,0.414941386,0.428,0.25,0.003252887,0.178,0.900867188,0.425745372,ENSG00000104093,15,-,protein_coding,no,Dmx like 2
DPM3,8.82E-08,-0.151217383,0.339,0.546,0.003362984,-0.207,0.838178154,1.041308145,ENSG00000179085,1,-,protein_coding,no,"dolichyl-phosphate mannosyltransferase subunit 3, regulatory"
ARHGAP10,8.88E-08,0.528943964,0.581,0.447,0.003387347,0.134,1.642386615,0.831337387,ENSG00000071205,4,+,protein_coding,yes,Rho GTPase activating protein 10
KIF1B,8.98E-08,0.531062281,0.805,0.819,0.003426821,-0.014,4.77447961,2.996199637,ENSG00000054523,1,+,protein_coding,no,kinesin family member 1B
PHF19,9.26E-08,-0.284934025,0.158,0.319,0.003530937,-0.161,0.202753182,0.465379808,ENSG00000119403,9,-,protein_coding,no,PHD finger protein 19
PGAM2,9.33E-08,0.413826572,0.136,0.023,0.003557397,0.113,0.369171406,0.027740828,ENSG00000164708,7,-,protein_coding,no,phosphoglycerate mutase 2
RAMMET,9.54E-08,-0.217829601,0.287,0.464,0.003639846,-0.177,0.523960762,0.772339959,ENSG00000169612,15,+,protein_coding,no,RNA guanine-7 methyltransferase activating subunit
LMOD1,9.58E-08,0.574509846,0.717,0.681,0.003653891,0.036,2.971236673,1.666742448,ENSG00000163431,1,-,protein_coding,no,leiomodin 1
GPR89A,1.01E-07,-0.137687783,0.029,0.132,0.003841488,-0.103,0.035699696,0.139415181,ENSG00000117262,1,+,protein_coding,no,G protein-coupled receptor 89A
GHITM,1.01E-07,-0.151889495,0.661,0.773,0.003869529,-0.112,2.437396101,2.819028277,ENSG00000165678,10,+,protein_coding,no,growth hormone inducible transmembrane protein
NRARP,1.04E-07,-0.119167412,0,0.062,0.003971262,-0.062,0,0.086107882,ENSG00000198435,9,-,protein_coding,no,NOTCH regulated ankyrin repeat protein
HIGD1A,1.04E-07,-0.276309471,0.486,0.645,0.00397348,-0.159,1.243781536,1.717427767,ENSG00000181061,3,-,protein_coding,no,HIG1 hypoxia inducible domain family member 1A
BCAP31,1.06E-07,-0.252045519,0.281,0.477,0.004059526,-0.196,0.458209176,0.736573176,ENSG00000185825,X,-,protein_coding,no,B cell receptor associated protein 31
C15orf65,1.08E-07,-0.269639248,0.097,0.237,0.004136073,-0.14,0.13523071,0.368527827,ENSG00000261652,15,+,protein_coding,no,chromosome 15 open reading frame 65
RNASEH1-AS1,1.09E-07,-0.187512016,0.05,0.168,0.004145866,-0.118,0.097635759,0.249985539,ENSG00000234171,2,+,lncRNA,no,RNASEH1 antisense RNA 1
MRPS18C,1.13E-07,-0.128749547,0.244,0.431,0.004317206,-0.187,0.601876494,0.751404673,ENSG00000163319,4,+,protein_coding,no,mitochondrial ribosomal protein S18C
SNX18,1.13E-07,0.449609552,0.468,0.316,0.004321097,0.152,1.350137805,0.720867241,ENSG00000178996,5,+,protein_coding,no,sorting nexin 18
TSPAN14,1.14E-07,-0.379210544,0.276,0.457,0.00435293,-0.181,0.465215794,0.905703536,ENSG00000108219,10,+,protein_coding,yes,tetraspanin 14
ATG101,1.15E-07,-0.166780713,0.097,0.243,0.004402888,-0.146,0.130654252,0.269216817,ENSG00000123395,12,+,protein_coding,no,autophagy related 101
NSA2,1.16E-07,-0.068087965,0.321,0.539,0.004431771,-0.218,1.051333637,1.150467192,ENSG00000164346,5,+,protein_coding,no,NSA2 ribosome biogenesis factor
CHAC1,1.17E-07,-0.107238607,0.002,0.069,0.004480984,-0.067,0.001818831,0.079123694,ENSG00000128965,15,+,protein_coding,no,ChaC glutathione specific gamma-glutamylcyclotransferase 1
RPL6,1.23E-07,-0.109046907,0.934,0.914,0.004685923,0.02,11.03832679,11.98352201,ENSG00000089009,12,-,protein_coding,no,ribosomal protein L6
DDX5,1.25E-07,0.500173731,0.753,0.783,0.004780541,-0.03,4.524022564,2.905603469,ENSG00000108654,17,-,protein_coding,no,DEAD-box helicase 5
TMEM59,1.26E-07,-0.295981647,0.661,0.819,0.004817638,-0.158,2.476732088,3.268453746,ENSG00000116209,1,-,protein_coding,yes,transmembrane protein 59
NOSIP,1.27E-07,-0.14320215,0.385,0.579,0.00483428,-0.194,0.981213801,1.18796055,ENSG00000142546,19,-,protein_coding,no,nitric oxide synthase interacting protein
DARS,1.38E-07,-0.416892211,0.457,0.645,0.005247567,-0.188,1.04051121,1.724181539,ENSG00000115866,2,-,protein_coding,no,aspartyl-tRNA synthetase 1
SPRY1,1.39E-07,-0.276562265,0.115,0.26,0.005313119,-0.145,0.151955959,0.395370102,ENSG00000164056,4,+,protein_coding,yes,sprouty RTK signaling antagonist 1
ANKRD39,1.40E-07,-0.258288422,0.143,0.299,0.005331812,-0.156,0.204704556,0.440897591,ENSG00000213337,2,-,protein_coding,no,ankyrin repeat domain 39
GRB2,1.40E-07,-0.353261593,0.17,0.329,0.005338306,-0.159,0.225229679,0.565163978,ENSG00000177885,17,-,protein_coding,yes,growth factor receptor bound protein 2
OSER1,1.48E-07,-0.202100546,0.081,0.217,0.005663602,-0.136,0.148360061,0.321041333,ENSG00000132823,20,-,protein_coding,no,oxidative stress responsive serine rich 1
RHOBTB3,1.56E-07,0.456026565,0.425,0.253,0.005939984,0.172,0.944475893,0.417505943,ENSG00000164292,5,+,protein_coding,yes,Rho related BTB domain containing 3
LRRC23,1.61E-07,-0.258031374,0.333,0.52,0.006149897,-0.187,0.676155799,1.004423876,ENSG00000010626,12,+,protein_coding,no,leucine rich repeat containing 23
PDK3,1.69E-07,-0.226616729,0.048,0.161,0.006461966,-0.113,0.054986106,0.23442632,ENSG00000067992,X,+,protein_coding,no,pyruvate dehydrogenase kinase 3
OXSM,1.70E-07,-0.166994023,0.05,0.164,0.006469514,-0.114,0.082141767,0.21493871,ENSG00000151093,3,+,protein_coding,no,"3-oxoacyl-ACP synthase, mitochondrial"
CIR1,1.70E-07,-0.192126776,0.312,0.52,0.006501736,-0.208,0.677882265,0.916890947,ENSG00000138433,2,-,protein_coding,no,"corepressor interacting with RBPJ, 1"
CNTNAP2,1.73E-07,0.627493207,0.428,0.263,0.006582891,0.165,1.175805207,0.408399085,ENSG00000174469,7,+,protein_coding,no,contactin associated protein 2
EMC6,1.73E-07,-0.109877978,0.303,0.503,0.006592786,-0.2,0.650156997,0.780745405,ENSG00000127774,17,+,protein_coding,no,ER membrane protein complex subunit 6
ORMDL2,1.76E-07,-0.110360038,0.136,0.296,0.006697679,-0.16,0.262370508,0.362725936,ENSG00000123353,12,+,protein_coding,no,ORMDL sphingolipid biosynthesis regulator 2
ATRAID,1.78E-07,-0.154615568,0.294,0.484,0.006788246,-0.19,0.553758979,0.729527911,ENSG00000138085,2,+,protein_coding,yes,all-trans retinoic acid induced differentiation factor
TIMM17B,1.78E-07,-0.120063921,0.324,0.52,0.006792562,-0.196,0.816452225,0.974089423,ENSG00000126768,X,-,protein_coding,no,translocase of inner mitochondrial membrane 17B
TRPC3,1.79E-07,-0.263322152,0.124,0.28,0.006827658,-0.156,0.172122244,0.406827257,ENSG00000138741,4,-,protein_coding,yes,transient receptor potential cation channel subfamily C member 3
HDLBP,1.81E-07,0.680195265,0.536,0.418,0.006919718,0.118,1.551305791,0.592220961,ENSG00000115677,2,-,protein_coding,yes,high density lipoprotein binding protein
FAM135B,1.85E-07,0.260028222,0.271,0.109,0.007049515,0.162,0.480651271,0.236449802,ENSG00000147724,8,-,protein_coding,no,family with sequence similarity 135 member B
CNTNAP5,1.87E-07,-0.148216176,0.009,0.086,0.007136708,-0.077,0.019831074,0.130175155,ENSG00000155052,2,+,protein_coding,no,contactin associated protein family member 5
GRINA,1.89E-07,-0.287177477,0.649,0.783,0.007214373,-0.134,1.994724147,2.654313978,ENSG00000178719,8,+,protein_coding,no,glutamate ionotropic receptor NMDA type subunit associated protein 1
